InChIkey,Solvent,MW,SASA,G_sol,DeltaG_sol,Volume,sol_dip,LsoluHsolv,LsolvHsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,LogS
UJOBWOGCFQCDNV-UHFFFAOYNA-N,heptane,167.21,198.372,-21769.924,-109.1736000000019,203.276,1.48265,10.663,12.482,0.0,-1.21395,-0.29659,0.27729,-0.29659,-2.920508344
QIQXTHQIDYTFRH-LILDFLRNNA-N,1-propanol,284.481,380.119,-37394.51,-248.2248749999926,423.746,2.47615,10.725,13.521,-1.11451,-4.0352,-0.60787,0.66858,-1.11451,-0.056813106
IMMLSOUHQHJKTL-LNNLXFCONA-N,methanol,467.348,449.245,-43603.168,-1521.878499999999,423.746,2.47615,9.95,11.547,-2.54893,-0.81657,-0.61451,0.66738,-3.681,-1.337242168
CKAPSXZOOQJIBF-UHFFFAOYNA-N,chlorocyclohexane,284.784,220.81,-23573.806000000004,1950.191857142854,423.746,2.47615,8.894,11.16,0.0,0.05429,-0.00919,0.00923,-0.0542799999999999,-1.296385532
RXKNNAKAVAHBNK-UHFFFAOYNA-N,4-methyl-2-pentanol,140.098,154.652,-20185.478000000003,1342.725684210527,423.746,2.47615,8.429,13.151,-1.6086900000000002,-0.74067,-0.6036,0.87154,-0.12572,-1.653647026
MTSJLRXXXJHLDI-VEORKLDJNA-N,ethanol,501.578,470.305,-47389.01599999999,-2007.923999999992,423.746,2.47615,9.823,12.034,-3.38704,-1.91826,-0.63268,0.7267,-4.68823,-1.522878745
RCINICONZNJXQF-GXKQXQCDNA-N,water,853.918,688.42,-65372.826,-907.2190000000046,423.746,2.47615,10.745,13.927,-7.399129999999999,-1.7544000000000002,-0.65079,0.70138,-7.86558,-3.0
ISWSIDIOOBJBQZ-UHFFFAOYNA-N,acetonitrile,94.1128,129.012,-18396.136,-452.83640000000014,423.746,2.47615,12.748,10.675,-0.50762,-0.6962400000000001,-0.50762,0.35724,-0.50762,0.987978916
HEFNNWSXXWATRW-YHMJCDSINA-N,dmso,206.284,257.64,-28364.046,-368.3940645161347,423.746,2.47615,8.422,10.397,-1.09538,-1.97443,-0.60249,0.64117,-1.09538,0.583484455
DFXQXFGFOLXAPO-KZFATGLANA-N,2-butoxyethanol,201.566,197.296,-24452.25,-1185.3686470588254,201.323,7.15512,8.389999999999999,12.464,-1.99793,0.20622,-0.57931,0.86055,-1.16392,-0.285079417
GJCOSYZMQJWQCA-UHFFFAOYNA-N,2-methyl-1-pentanol,182.221,210.426,-22708.874,-700.4935121951239,218.229,2.1283,9.971,11.722,-0.36589,-1.33207,-0.36589,0.25068,-0.36589,-0.795880017
MWPLVEDNUUSJAV-UHFFFAOYNA-N,methanol,178.233,211.323,-21536.6,702.9184571428596,221.705,0.00230778,9.038,11.035,0.0,-1.65006,-0.19869,0.1717,0.0,-2.22184875
CKAPSXZOOQJIBF-UHFFFAOYNA-N,water,284.784,220.81,-23579.936,1944.0618571428604,221.705,0.00230778,10.348,13.913,0.0,0.06968,-0.01179,0.01175,-0.06967,-7.620001861
DWCLXOREGBLXTD-UHFFFAOYNA-N,dmf,176.172,185.814,-24508.744,-166.1027142857165,210.485,9.17085,8.028,12.693,-1.91283,-1.86029,-0.5211,0.73212,-0.4488899999999999,-0.983020976
CDVNZMKTJIBBBV-WXRBYKJCNA-N,1-decanol,226.145,221.091,-26606.458,-1523.613333333331,229.713,4.68764,8.357000000000001,14.169,-2.96787,-0.17272,-0.56274,0.87359,-1.22603,-1.334137437
YBZQRYWKYBZZNT-IAUQMDSZNA-N,dichloromethane,113.159,156.52,-21755.944,-1256.128333333334,229.713,4.68764,11.792,10.8,-0.67864,-0.93606,-0.67864,0.65029,-1.22471,-0.469800302
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,1-propanol,242.661,236.9,-25961.022,-789.552653061226,229.713,4.68764,8.262,12.873,-1.08139,-0.12104,-0.5442,0.57065,-1.14909,-2.197224907
OTLNPYWUJOZPPA-BGGKNDAXNA-N,1-tert-butoxy-2-propanol,167.121,179.705,-23155.798,-1280.2397297297248,176.886,4.42105,7.786999999999999,12.577,-2.0337300000000003,0.06165,-0.57191,0.83865,-1.19508,-0.657480695
TYFQFVWCELRYAO-FLKJISBTNA-N,2-propanol,174.196,220.859,-26171.624000000003,-146.05199999999968,176.886,4.42105,10.836,14.378,-2.23352,-0.44549,-0.61773,0.67023,-2.23352,-0.458083731
ZNNLBTZKUZBEKO-PLJOYGPPNA-N,ethanol,494.004,500.081,-42868.146,-969.0119999999952,176.886,4.42105,9.627,12.327,-3.66373,-1.88393,-0.97192,2.57257,-3.01539,-4.328250393
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,acetone,242.661,236.9,-25961.716,-790.2466530612255,176.886,4.42105,8.15,10.695,-1.08185,-0.1207400000000001,-0.54441,0.57078,-1.14964,-1.147744842
KGCNHWXDPDPSBV-UHFFFAOYNA-N,hexane,171.583,186.232,-22599.37,-1988.455846153844,185.302,5.60342,9.332,15.059,-0.96618,-0.81517,-0.48311,0.82881,-0.2649799999999999,-0.146434447
KZTYYGOKRVBIMI-UHFFFAOYNA-N,hexadecane,218.27,232.03,-25737.261999999995,470.521916666672,249.565,6.748279999999999,10.208,14.041,-1.91561,-2.08327,-0.95786,2.42291,0.5072999999999999,-2.318758763
DMIYKWPEFRFTPY-UHFFFAOYNA-N,ethanol,175.014,175.748,-22173.702,-1156.6850000000013,249.565,6.748279999999999,9.31,12.82,-0.54142,-0.01901,-0.54142,0.46843,-0.69185,-20.0
YFLCNWFWKPUGTP-UHFFFAOYNA-N,water,493.386,474.927,-43414.526,-1158.2984999999971,565.438,10.0786,11.168,12.555,-2.57799,-0.9362899999999998,-0.64158,0.67244,-3.69199,-1.508638306
GUCYFKSBFREPBC-UHFFFAOYNA-N,acetonitrile,418.471,404.177,-41770.794,106.5300000000134,521.109,7.11112,11.727,11.001,-1.84482,-4.36292,-0.90671,1.27648,-0.56834,-1.085066556
PEQHIRFAKIASBK-UHFFFAOYNA-N,sulfolane,320.433,334.915,-32512.298,-962.9577999999927,521.109,7.11112,10.707,10.152,0.0,-3.19812,-0.189,0.1631,0.0,-2.709999911
ONUFSRWQCKNVSL-UHFFFAOYNA-N,"cis-1,3-dimethylcyclohexane",334.116,259.855,-29433.884,-14.550200000005134,286.019,0.00124347,8.809,14.828,0.0,0.76069,-0.09219,0.16208,-0.7607,-0.051777658
BMLIZLVNXIYGCK-WXRBYKJCNA-N,octane,198.652,225.906,-25505.646,-1609.8885517241324,229.247,6.17725,10.712,12.967,-0.60226,-0.3930099999999999,-0.60226,0.67491,-1.54852,-3.400000186
FTOAOBMCPZCFFF-XMBMESGPNA-N,ethanol,184.194,197.445,-24886.654,-980.599000000002,216.646,2.03881,9.408,14.186,-1.67137,0.35549,-0.57797,0.71449,-2.67382,-0.300162274
VGEREEWJJVICBM-UHFFFAOYNA-N,"1,4-dioxane",274.273,281.588,-30749.370000000003,-521.4556000000011,216.646,2.03881,9.39,10.663,-2.39308,-0.7341299999999998,-0.67243,0.66845,-2.39308,-0.563162799
WJFKNYWRSNBZNX-UHFFFAOYNA-N,cyclohexane,199.27,217.299,-24424.638,-1178.018,216.646,2.03881,10.243,12.044,0.0,-1.16993,-0.39578,0.27902,-0.39187,-2.036026221
WPYMKLBDIGXBTP-FZOZFQFYNA-N,2-methyl-1-propanol,122.123,151.225,-20850.844,-1119.8446500000027,144.06900000000002,3.4412900000000004,9.387,13.095,-1.09569,-0.1093899999999999,-0.61201,0.6652,-1.09569,0.21005085
AAOVKJBEBIDNHE-UHFFFAOYNA-N,water,284.745,289.604,-29262.224,-711.0063999999984,144.06900000000002,3.4412900000000004,10.795,13.316,-0.62825,-0.92974,-0.62825,0.60141,-1.41014,-3.732027193
NSTQUZVZBUTVPY-UHFFFAOYNA-N,"1,2-dichloroethane",302.283,314.313,-33095.962,304.19400000000314,144.06900000000002,3.4412900000000004,9.62,9.675,-2.81052,0.13727,-0.55908,0.4455,-2.81052,-0.3109583450909091
BBEAQIROQSPTKN-UHFFFAOYNA-N,1-heptanol,202.255,222.477,-22116.11,-8.001014925372147,144.06900000000002,3.4412900000000004,8.893,11.017,0.0,-1.65593,-0.17831,0.16713,0.0,-0.924453039
RXKNNAKAVAHBNK-UHFFFAOYNA-N,water,140.098,154.652,-20217.024,1311.1796842105286,144.06900000000002,3.4412900000000004,9.793,14.174,-1.63811,-0.7213999999999999,-0.62169,0.87649,-0.15166,-0.688246139
VZCYOOQTPOCHFL-KHGLRPAFNA-N,acetophenone,116.073,139.416,-20727.744,-566.6519999999982,144.06900000000002,3.4412900000000004,8.353,11.228,-2.08643,0.92538,-0.58171,0.65239,-2.08643,-0.943095149
SQNZJJAZBFDUTD-UHFFFAOYNA-N,hexadecane,134.221,191.116,-24236.492,-1767.8414193548342,195.175,0.00116513,11.213,12.668,0.0,-2.26828,-0.48162,0.16499,0.0,0.009195885
BLFLLBZGZJTVJG-UHFFFAOYNA-N,"1,4-dioxane",165.191,205.194,-26057.144,-1918.550571428572,203.173,3.8558,9.267,10.812,-1.00867,-0.4738,-0.57526,0.67024,-1.49944,0.445067977
HYZJCKYKOHLVJF-FZOZFQFYNA-N,1-propanol,118.138,147.573,-19909.784000000003,-436.2528888888919,203.173,3.8558,9.873,12.059,0.0,-0.5362899999999999,-0.43423,0.30956,-0.65161,0.197004728
JDCMOHAFGDQQJX-UHFFFAOYNA-N,toluene,272.097,214.933,-25507.044000000005,131.67819999999483,203.173,3.8558,7.145999999999999,10.271,0.0,0.6224799999999999,-0.08391,0.11963,-0.62246,0.293630965
NIHNNTQXNPWCJQ-UHFFFAOYNA-N,decane,166.222,200.685,-21553.1,-150.96899999999732,203.173,3.8558,10.419,12.973,0.0,-1.58554,-0.32139,0.17629,0.0,-0.612530575
LPNBBFKOUUSUDB-BGGKNDAXNA-N,1-octanol,136.15,170.201,-22382.918,-1590.4144000000017,203.173,3.8558,9.641,12.814,-1.09983,-0.49996,-0.6125,0.67083,-1.09983,-0.354170449
YVUQSNJEYSNKRX-VJSLDGLSNA-N,ethanol,461.553,464.649,-39397.056,-337.05312499999127,563.406,6.24207,10.162,11.469,-0.64442,-2.58791,-0.64442,0.64125,-2.11135,-1.694672367
SKZKKFZAGNVIMN-FSHFIPFONA-N,2-propanol,137.138,161.144,-21233.234,-734.0221176470513,563.406,6.24207,9.78,12.614,-1.19474,0.0581399999999999,-0.68602,0.64176,-1.7133699999999998,-0.366531544
KFIRODWJCYBBHY-QIQUEDJNNA-N,acetone,211.131,202.098,-25475.744,-861.6460000000006,212.626,7.81579,8.25,11.845,-2.98082,0.7971900000000001,-0.56763,0.84428,-2.13654,-0.111982301
SWJPEBQEEAHIGZ-UHFFFAOYNA-N,ethylbenzene,235.906,168.859,-20954.792,-1935.3591764705889,166.74800000000002,0.0013558799999999,8.704,10.182,0.0,-0.53958,-0.14032,0.17876,-0.17527,0.293090323
VLYWMPOKSSWJAL-YAQRNVERNA-N,benzene,280.301,270.411,-28713.906000000003,564.3785833333313,166.74800000000002,0.0013558799999999,8.423,9.678,-2.19397,-1.01521,-0.93867,2.5099,-1.34986,-3.144209545
GPSDUZXPYCFOSQ-BGGKNDAXNA-N,1-tert-butoxy-2-propanol,136.15,170.075,-21806.558000000005,-612.9730857142895,164.97500000000002,3.32104,9.025,11.684,-1.08262,-0.48897,-0.59963,0.65443,-1.08262,0.202411123
PYZRQGJRPPTADH-KGJHZMDYNA-N,ethanol,256.094,241.738,-27395.078,-1808.0480000000025,164.97500000000002,3.32104,8.947000000000001,12.841,0.0,0.2279099999999999,-0.53111,0.37711,-1.91842,-1.854492829
LPEPZBJOKDYZAD-LILDFLRNNA-N,toluene,281.234,279.463,-29001.448,-683.3553333333293,298.701,3.47766,8.277999999999999,9.332,-1.07273,0.02688,-0.56333,0.665,-2.04844,-0.576845616
BBEAQIROQSPTKN-UHFFFAOYNA-N,propionitrile,202.255,222.477,-22121.958,-13.849014925373922,298.701,3.47766,10.884,9.565,0.0,-1.67055,-0.17873,0.1686,0.0,-0.458926586
HEWGVSGLMQJYHJ-UHFFFAOYNA-N,"1,4-dioxane",288.048,229.267,-26510.198,91.94966666666733,298.701,3.47766,7.545,11.725,-0.91279,0.6959900000000001,-0.45641,0.59528,-1.57769,-1.729940329
BSYNRYMUTXBXSQ-WXRBYKJCNA-N,2-methyl-2-butanol,180.16,198.157,-25473.894,-1299.612150000008,205.74,3.95096,9.182,13.38,-2.04184,0.31839,-0.59197,0.7048,-2.04184,-0.133712661
SEEPANYCNGTZFQ-YHMJCDSINA-N,cyclohexane,250.275,248.929,-26732.484,888.4576470588254,205.74,3.95096,9.916,13.262,-1.89434,-0.54171,-0.94951,2.51157,-1.479,-7.097169038
BSYNRYMUTXBXSQ-WXRBYKJCNA-N,water,180.16,198.006,-25217.378,-1043.0961500000049,205.74,3.95096,10.598,14.247,-2.08935,0.3320799999999999,-0.60368,0.72125,-2.08935,-1.639406347
DWMREKMVXIFPFM-RWWBHRBBNA-N,cyclohexane,351.394,322.053,-33235.89599999999,-1202.858083333325,359.062,6.83862,9.126,12.712,-2.87522,-0.90049,-0.94075,2.45999,-1.68004,-4.376282544
PJANXHGTPQOBST-VAWYXSNFNA-N,1-heptanol,180.249,233.31,-24227.76,-794.3937777777792,359.062,6.83862,9.662,11.656,0.0,-1.91631,-0.19014,0.16236,0.0,-1.113904369
DBUKZZKLTUXIQM-UHFFFAOYNA-N,butanone,362.335,373.117,-36784.112,1443.775499999996,400.484,2.63015,8.92,9.922,-3.66703,0.20883,-0.59746,0.66656,-3.66703,-0.7329897903157895
SKCNYHLTRZIINA-UHFFFAOYNA-N,ethanol,162.018,173.36,-22024.086000000003,-535.8374285714308,400.484,2.63015,9.66,13.008,0.0,-0.34023,-0.37437,0.20491,-0.61308,-0.841345881
XMTQQYYKAHVGBJ-XWKXFZRBNA-N,chlorocyclohexane,233.097,243.385,-26949.026,-1964.334480000001,400.484,2.63015,9.706,10.309,-0.64679,-0.2606699999999999,-0.64679,0.6793,-1.61687,-1.926686153
FOCAUTSVDIKZOP-JLSKMEETNA-N,water,94.4975,111.093,-18506.792,-1873.936333333335,95.8474,3.60684,11.719,15.27,-1.07094,0.34344,-0.58753,0.66078,-1.17404,0.944042925
JZFDKGFWNSQAHU-GPQMBLKYNA-N,dmf,254.285,281.091,-30023.326000000005,-616.6427999999978,308.27900000000005,5.96542,8.355,11.081,-1.62518,-0.89619,-0.58224,0.65417,-1.62518,0.485530374
DKYWVDODHFEZIM-GPQMBLKYNA-N,1-hexanol,254.285,286.244,-29945.49,-1115.5782222222151,311.969,7.272340000000001,9.27,12.922,-1.6662,-0.90628,-0.59689,0.63971,-1.6662,-0.210169072
IPCSVZSSVZVIGE-HCKMINDGNA-N,acetone,256.428,358.575,-34392.874,-790.666999999994,311.969,7.272340000000001,10.535,11.434,-1.11801,-3.58657,-0.61812,0.66588,-1.11801,-0.555617568
FPWNLURCHDRMHC-UHFFFAOYNA-N,1-propanol,188.656,217.991,-23367.184,-1402.447199999995,311.969,7.272340000000001,9.842,12.129,0.0,-1.39671,-0.17837,0.1799,-0.11051,-0.259637311
UFWIBTONFRDIAS-UHFFFAOYNA-N,methanol,128.173,165.632,-19473.297999999995,123.48503030303618,311.969,7.272340000000001,9.692,11.607,0.0,-1.296,-0.17757,0.16426,0.0,-0.26760624
LXCFILQKKLGQFO-UHFFFAOYNA-N,water,152.149,181.297,-22952.564,-1354.724222222223,311.969,7.272340000000001,11.0,13.754,-1.50329,-0.09616,-0.61917,0.68563,-1.50329,-1.838100383
KRKNYBCHXYNGOX-CUNNJMNPNA-N,water,192.125,186.098,-25454.120000000003,-298.94781818181946,311.969,7.272340000000001,11.224,15.54,-3.74384,1.31429,-0.60604,0.69135,-3.74384,0.685890704
RZVAJINKPMORJF-BGGKNDAXNA-N,acetone,151.165,185.102,-22889.884,29.305315789471933,181.261,4.02097,9.916,9.465,-1.15565,-0.43104,-0.65446,0.66354,-1.59361,-0.243181353
PEQHIRFAKIASBK-UHFFFAOYNA-N,p-xylene,320.433,334.776,-31721.932,-172.59179999999105,402.47,0.00236546,8.996,9.806,0.0,-3.08124,-0.18242,0.15918,0.0,-2.03
GVEPBJHOBDJJJI-UHFFFAOYNA-N,3-methyl-1-butanol,202.255,227.244,-23058.806,-494.8862040816239,402.47,0.00236546,8.783999999999999,11.786,0.0,-1.64547,-0.15659,0.16745,0.0,-1.10328014
UJOBWOGCFQCDNV-UHFFFAOYNA-N,chlorocyclohexane,167.21,198.372,-21917.336000000003,-256.5856000000058,402.47,0.00236546,9.877,9.688,0.0,-1.28884,-0.29021,0.29261,-0.29021,-1.617126261
GVIJJXMXTUZIOD-UHFFFAOYNA-N,cyclohexane,216.315,223.495,-23372.646,-374.0083157894733,239.592,1.67935,10.042,12.658,0.0,-1.27735,-0.13935,0.16844,-0.03393,-1.259349287
XVOYSCVBGLVSOL-UDYUCESTNA-N,methanol,169.152,165.089,-23893.166,-960.140000000003,167.84099999999998,3.08994,10.261,13.362,-3.74547,-0.1960399999999999,-0.96635,2.53132,-1.73826,0.614878899
WJFKNYWRSNBZNX-UHFFFAOYNA-N,1-heptanol,199.27,217.299,-25072.462000000003,-1825.842000000004,167.84099999999998,3.08994,9.895,10.845,0.0,-1.21936,-0.39831,0.29696,-0.42984,-0.908129
YNPNZTXNASCQKK-UHFFFAOYNA-N,1-propanol,178.233,209.472,-22828.57,-446.9901666666665,167.84099999999998,3.08994,9.408,11.54,0.0,-1.63468,-0.17524,0.16769,0.0,-0.754515375
LXCFILQKKLGQFO-UHFFFAOYNA-N,dimethylacetamide,152.149,181.408,-22987.91,-1390.0702222222244,167.84099999999998,3.08994,9.483,10.94,-1.50041,-0.09605,-0.61691,0.68474,-1.50041,0.67935806
VHHHONWQHHHLTI-UHFFFAOYNA-N,ethylbenzene,236.74,176.295,-21901.204,-40.9613043478239,167.84099999999998,3.08994,7.537,12.035,0.0,0.29402,-0.04903,0.14701,-0.29403,0.234644544
RGGYLRDGJAJICY-ZYMSVLFVNA-N,ethanol,504.627,505.996,-44572.27799999999,-1380.391499999998,628.4490000000001,5.63377,9.377,11.723,-1.49411,-3.12216,-0.64269,0.65424,-2.31456,-2.0
QECIGCMPORCORE-UHFFFAOYNA-N,dmf,206.243,230.225,-24811.882000000005,-915.0468000000074,628.4490000000001,5.63377,7.972,10.136,-0.57627,-1.04586,-0.57627,0.45091,-0.57627,0.096910013
IEDVJHCEMCRBQM-CLRGVMNRNA-N,2-propanol,290.321,308.011,-31860.326,-391.0577777777799,628.4490000000001,5.63377,9.823,12.375,-1.13476,-0.29909,-0.5565,0.43255,-3.18458,-2.27044611
WPYMKLBDIGXBTP-FZOZFQFYNA-N,thf,122.123,151.186,-20934.626,-1203.6266499999983,628.4490000000001,5.63377,8.68,12.513,-1.09167,-0.11008,-0.60777,0.6634,-1.09167,0.524055171
WLJVNTCWHIRURA-PSPNOWEWNA-N,water,160.169,195.53,-24711.428,-216.11719999999696,628.4490000000001,5.63377,11.951,15.387999999999998,-2.23682,-0.1625000000000001,-0.62862,0.67726,-2.23682,-0.251919527
MWPLVEDNUUSJAV-UHFFFAOYNA-N,1-propanol,178.233,211.323,-21535.122000000003,704.3964571428551,628.4490000000001,5.63377,8.89,11.049,0.0,-1.64502,-0.19838,0.17118,0.0,-2.096910013
DWMREKMVXIFPFM-RWWBHRBBNA-N,dmso,351.394,321.701,-33478.03200000001,-1444.9940833333385,628.4490000000001,5.63377,6.843999999999999,9.71,-2.91786,-0.88201,-0.97662,2.49301,-1.75069,-1.11570155
LPNBBFKOUUSUDB-BGGKNDAXNA-N,dimethylacetamide,136.15,170.351,-22614.674,-1822.170399999999,628.4490000000001,5.63377,9.47,11.157,-1.11058,-0.50144,-0.62378,0.67588,-1.11058,0.248576486
OBKXEAXTFZPCHS-WXRBYKJCNA-N,methanol,164.204,211.864,-24892.94,-1086.490333333335,628.4490000000001,5.63377,10.637,12.374,-1.11158,-1.06326,-0.62423,0.6716,-1.11158,0.681241237
GPSDUZXPYCFOSQ-BGGKNDAXNA-N,cyclohexane,136.15,170.132,-21787.924,-594.339085714284,628.4490000000001,5.63377,9.826,13.942,-1.041,-0.484,-0.5589,0.63391,-1.041,-0.923400734
WNLRTRBMVRJNCN-AUDIXQRPNA-N,benzene,146.143,183.761,-23526.182,-519.7045263157888,628.4490000000001,5.63377,9.956,11.879,-2.11951,0.0410599999999999,-0.5664,0.64299,-2.11951,-2.863745051
WBYWAXJHAXSJNI-KZFATGLANA-N,acetonitrile,148.161,186.864,-22835.34,-575.8043750000033,628.4490000000001,5.63377,11.783,11.079,-1.10868,-0.4511799999999999,-0.6221,0.68328,-1.10868,-0.574620771
LDHQCZJRKDOVOX-GSMIJIFMNA-N,ethanol,86.0902,125.366,-19420.742,-368.3309999999983,628.4490000000001,5.63377,10.064,13.753,-1.12924,-0.16163,-0.64032,0.69704,-1.12924,0.68394143
ONUFSRWQCKNVSL-UHFFFAOYNA-N,chloroform,334.116,260.826,-29257.490000000005,161.84379999998782,628.4490000000001,5.63377,9.856,10.129,0.0,0.79061,-0.09562,0.16697,-0.79062,0.456816725
YNPNZTXNASCQKK-UHFFFAOYNA-N,decane,178.233,209.472,-23098.25,-716.6701666666668,219.404,0.0256899,9.994,12.763,0.0,-1.54417,-0.1687,0.15803,0.0,-0.543633967
HYZJCKYKOHLVJF-FZOZFQFYNA-N,methanol,118.138,147.573,-19925.756,-452.2248888888898,141.02700000000002,5.306290000000001,10.021,12.045,0.0,-0.5373,-0.43929,0.31103,-0.65462,0.444131129
GVEPBJHOBDJJJI-UHFFFAOYNA-N,1-pentanol,202.255,227.244,-23052.858,-488.9382040816272,141.02700000000002,5.306290000000001,8.926,11.602,0.0,-1.64596,-0.15662,0.1675,0.0,-0.878768545
QELSKZZBTMNZEB-UHFFFAOYNA-N,1-decanol,180.203,220.127,-25820.328,-942.0405454545436,141.02700000000002,5.306290000000001,9.678,12.688,-1.5105,-0.6471200000000001,-0.60388,0.68473,-1.5105,-0.035321774
JTEGQNOMFQHVDC-IRNSGEEPNA-N,methanol,229.253,227.613,-26443.168,-682.5623999999916,141.02700000000002,5.306290000000001,9.8,12.422,-1.65651,0.86155,-0.66396,0.71989,-3.29364,-0.806726274
WBYWAXJHAXSJNI-KZFATGLANA-N,hexane,148.161,181.074,-22706.574,-447.0383750000037,141.02700000000002,5.306290000000001,10.339,14.065,-1.0388,-0.42457,-0.54752,0.65837,-1.0388,-1.403901254
JZFPYUNJRRFVQU-VEWCPZSHNA-N,1-pentanol,282.222,275.957,-29278.282,-1141.1906315789456,141.02700000000002,5.306290000000001,9.131,11.86,-1.09037,0.58116,-0.61537,0.70278,-2.53338,-0.777283529
WJFKNYWRSNBZNX-UHFFFAOYNA-N,2-ethyl-1-hexanol,199.27,217.26,-24394.408,-1147.7879999999968,141.02700000000002,5.306290000000001,9.825,10.908,0.0,-1.21294,-0.39844,0.29574,-0.42598,-1.196243161
AFPHTEQTJZKQAQ-BGGKNDAXNA-N,2-butanol,167.121,179.6,-23030.496000000003,-1213.6282222222253,176.298,3.95189,8.583,13.825,-2.08981,0.1046,-0.59217,0.86361,-1.2262,0.289720016
IEDVJHCEMCRBQM-CLRGVMNRNA-N,acetone,290.321,311.538,-31544.272,-75.00377777777976,176.298,3.95189,9.513,9.995,-1.14307,-0.28267,-0.56033,0.43264,-3.19725,-1.814446808
NIHNNTQXNPWCJQ-UHFFFAOYNA-N,methylcyclohexane,166.222,200.685,-21549.334,-147.2029999999977,176.298,3.95189,10.263,13.080000000000002,0.0,-1.58559,-0.32139,0.17629,0.0,-0.504934949
RXKNNAKAVAHBNK-UHFFFAOYNA-N,2-methyl-2-butanol,140.098,154.652,-20156.418,1371.7856842105284,176.298,3.95189,8.31,13.336,-1.57602,-0.76108,-0.58397,0.86584,-0.0977499999999998,-1.296708622
KFIRODWJCYBBHY-QIQUEDJNNA-N,thf,211.131,203.888,-25677.392,-1063.2940000000017,176.298,3.95189,7.556999999999999,13.595,-2.9751,0.79496,-0.55504,0.84233,-2.13277,0.362436837
AVPYQKSLYISFPO-UHFFFAOYNA-N,ethanol,140.569,162.257,-20966.721999999994,-1365.2284,176.298,3.95189,9.416,12.911,-0.5708,-0.1937099999999999,-0.5708,0.45264,-0.66635,0.447931182
LXNHXLLTXMVWPM-UHFFFAOYNA-N,thf,169.18,193.913,-24059.456,-489.5604999999923,195.752,8.23805,8.908999999999999,11.787,-1.66195,-0.41001,-0.58977,0.36615,-2.00284,-1.476715865
KBOPZPXVLCULAV-KZFATGLANA-N,methanol,153.137,174.186,-24001.644,-2178.2228,195.752,8.23805,9.581,11.47,-1.58381,0.28591,-0.61637,0.69395,-2.09306,-1.376708864
PJANXHGTPQOBST-VAWYXSNFNA-N,undecane,180.249,233.278,-24101.698,-668.3317777777738,195.752,8.23805,10.129,12.87,0.0,-1.83048,-0.18424,0.15523,0.0,-1.120044415
MWOOGOJBHIARFG-UHFFFAOYNA-N,thf,152.149,179.427,-23468.066,-1371.7546000000002,195.752,8.23805,8.498,11.564,-1.42263,-0.0996999999999999,-0.56627,0.44622,-1.42263,0.554100126
RGGYLRDGJAJICY-ZYMSVLFVNA-N,acetonitrile,504.627,500.587,-43544.50800000001,-352.62150000001566,625.798,7.33307,11.585,10.248,-1.5072800000000002,-3.14388,-0.63953,0.65212,-2.3241,-1.698970004
YNPNZTXNASCQKK-UHFFFAOYNA-N,1-hexanol,178.233,209.472,-22839.098,-457.5181666666649,625.798,7.33307,9.406,11.61,0.0,-1.62822,-0.17475,0.16699,0.0,-0.619788758
FFGPTBGBLSHEPO-ZHLVXTBQNA-N,2-propanol,236.273,250.258,-26826.724,-971.5689999999996,625.798,7.33307,9.846,11.919,-0.67391,-0.6711,-0.67391,0.69417,-1.6119400000000002,-1.310759687
WBYWAXJHAXSJNI-KZFATGLANA-N,chloroform,148.161,186.309,-22912.634,-653.0983750000014,180.942,4.21241,10.362,9.076,-1.08612,-0.4462,-0.60003,0.67166,-1.08612,-0.2015499
KZTYYGOKRVBIMI-UHFFFAOYNA-N,4-methyl-2-pentanol,218.27,232.193,-25711.814,495.9699166666651,180.942,4.21241,9.941,12.966,-1.98939,-2.09991,-0.9948,2.45507,0.4656800000000001,-1.447614751
UFWIBTONFRDIAS-UHFFFAOYNA-N,peg400,128.173,165.632,-19470.54,126.24303030303054,165.05700000000002,0.00298448,8.979000000000001,9.936,0.0,-1.28616,-0.17626,0.16297,0.0,0.047
CPJSUEIXXCENMM-WXRBYKJCNA-N,cyclohexane,179.218,222.981,-27258.664,-1204.569571428572,165.05700000000002,0.00298448,10.504,12.697,-0.97842,-0.92073,-0.62241,0.64493,-1.43165,-2.1124032833770494
GVIJJXMXTUZIOD-UHFFFAOYNA-N,tert-butylcyclohexane,216.315,223.654,-23474.718,-476.0803157894734,239.677,1.6794600000000002,9.849,12.503,0.0,-1.27735,-0.1394,0.16845,-0.03399,-1.419043964
HOKCUULFCASAQT-OLAIDOCJNA-N,benzene,472.669,516.402,-46331.524000000005,-1441.8843333333352,239.677,1.6794600000000002,8.686,9.071,-1.1891699999999998,-4.24885,-0.61469,0.65351,-2.1164,-1.301029996
XNGIFLGASWRNHJ-FLKJISBTNA-N,methanol,166.133,180.626,-24564.812,-1876.3051428571416,239.677,1.6794600000000002,9.198,13.325,-2.11289,0.65869,-0.58769,0.6581,-2.11289,-0.369572125
VRPJIFMKZZEXLR-DEPUQRHONA-N,thf,175.184,208.005,-26752.496000000003,-370.2766153846169,239.677,1.6794600000000002,9.459,13.006,-2.21904,-0.08007,-0.6411,0.73462,-2.65692,0.566627956
