InChIkey,Solvent,MW,SASA,G_sol,DeltaG_sol,Volume,sol_dip,LsoluHsolv,LsolvHsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,LogS
RXKNNAKAVAHBNK-UHFFFAOYNA-N,cyclohexane,140.098,154.652,-20082.886,1445.3176842105277,147.221,1.33157,8.555,14.402,-1.48606,-0.81206,-0.53239,0.84901,-0.0247,-3.437707136
CDPKJZJVTHSESZ-KZFATGLANA-N,acetonitrile,170.595,190.74,-23166.564,-1307.2523333333338,147.221,1.33157,12.419,11.014,-1.10364,-0.3028999999999999,-0.60763,0.68345,-1.21218,0.204393561
RZVAJINKPMORJF-BGGKNDAXNA-N,2-isopropoxyethanol,151.165,185.345,-23402.116,-482.926684210528,181.626,7.0698300000000005,9.599,10.638000000000002,-1.13862,-0.42821,-0.6408,0.66102,-1.57919,-0.11906068
YLQWCDOCJODRMT-UHFFFAOYNA-N,hexane,180.206,204.757,-22234.514,-417.2302790697613,212.594,4.20018,9.641,13.755,-0.49039,-0.79785,-0.49039,0.56657,-0.49039,-1.0
RINCXYDBBGOEEQ-UHFFFAOYNA-N,acetone,100.074,120.746,-18396.156,-653.3575000000019,212.594,4.20018,9.54,12.426,-1.44227,0.54566,-0.50581,0.68686,-1.44227,0.456902908
JDCMOHAFGDQQJX-UHFFFAOYNA-N,"1,2-dichloroethane",272.097,214.933,-25525.278,113.44419999999808,228.331,0.00285143,8.729999999999999,10.177,0.0,0.66461,-0.08936,0.12459,-0.66461,0.2205219
AFPHTEQTJZKQAQ-BGGKNDAXNA-N,3-methyl-1-butanol,167.121,179.6,-23019.78,-1202.912222222225,228.331,0.00285143,8.414,13.813,-2.08716,0.10332,-0.59102,0.863,-1.22416,0.121577404
AVPYQKSLYISFPO-UHFFFAOYNA-N,chloroform,140.569,162.257,-20844.730000000003,-1243.2364000000089,228.331,0.00285143,10.239999999999998,9.336,-0.5384,-0.20795,-0.5384,0.43618,-0.62867,0.557505536
ALYNCZNDIQEVRV-BGGKNDAXNA-N,chlorobenzene,137.138,165.83,-21817.186,-916.2502758620648,228.331,0.00285143,8.949,9.112,-1.10232,0.0262499999999999,-0.61026,0.67623,-1.59778,-2.301029996
RXKNNAKAVAHBNK-UHFFFAOYNA-N,1-hexanol,140.098,154.652,-20191.22,1336.9836842105287,147.278,0.903247,8.350999999999999,13.093,-1.61193,-0.7386,-0.60557,0.87209,-0.12855,-1.634512015
YBZQRYWKYBZZNT-IAUQMDSZNA-N,water,113.159,155.691,-21996.286,-1496.4703333333346,155.828,6.48018,12.573,14.66,-0.70468,-0.93974,-0.70468,0.65253,-1.23874,-0.696803943
KZNICNPSHKQLFF-JSWHHWTPNA-N,ethanol,99.089,124.011,-18349.954,-410.94233333333614,155.828,6.48018,10.006,14.096,-1.17999,0.4815699999999999,-0.59029,0.6405,-1.65791,-0.261646534
RZVAJINKPMORJF-BGGKNDAXNA-N,1-propanol,151.165,185.19,-24325.692000000003,-1406.502684210529,181.58,7.28684,10.04,11.642,-1.15391,-0.4301399999999999,-0.65227,0.66329,-1.59133,-0.141234262
RXKNNAKAVAHBNK-UHFFFAOYNA-N,heptane,140.098,154.652,-20086.25,1441.95368421053,181.58,7.28684,8.975,14.323,-1.48036,-0.81504,-0.52924,0.84788,-0.0202600000000001,-3.590066877
BBYDXOIZLAWGSL-BGGKNDAXNA-N,toluene,140.114,158.548,-21364.48,-763.3820000000014,152.857,1.72478,8.291,10.903,-1.04756,0.12751,-0.56442,0.65281,-1.20269,-1.188375355
PEQHIRFAKIASBK-UHFFFAOYNA-N,water,320.433,334.913,-32594.507999999994,-1045.1677999999883,152.857,1.72478,11.701,13.4,0.0,-3.20184,-0.18922,0.16323,0.0,-7.800000875
RWCCWEUUXYIKHB-UHFFFAOYNA-N,nonane,182.221,219.802,-23881.226,-483.58600000000297,228.743,3.98928,9.967,14.013,-0.52312,-1.0573400000000002,-0.52312,0.55229,-0.52312,-0.467700082
NIHNNTQXNPWCJQ-UHFFFAOYNA-N,butyronitrile,166.222,200.685,-21638.44,-236.3090000000011,207.018,0.703985,11.577,10.319,0.0,-1.66707,-0.32634,0.18475,0.0,-0.036682017
ZEYHEAKUIGZSGI-BGGKNDAXNA-N,2-ethoxyethanol,152.149,180.427,-23459.182,-1972.660068965517,207.018,0.703985,8.950999999999999,11.822,-1.4806,-0.09707,-0.61702,0.68206,-1.4806,-0.382985764
AZQWKYJCGOJGHM-UHFFFAOYNA-N,octane,108.096,134.91,-19276.264,-432.4099999999962,207.018,0.703985,8.687,14.827000000000002,-0.92111,0.14208,-0.46056,0.52296,-0.92111,-1.329577412
OGJPXUAPXNRGGI-QWOVJGMINA-N,peg400,319.335,320.981,-33169.228,-657.8473333333386,207.018,0.703985,8.692,9.884,-1.74941,-0.4137799999999999,-0.63036,0.7376,-2.84966,-1.694999992
HOKCUULFCASAQT-OLAIDOCJNA-N,thf,472.669,497.039,-46280.006,-1390.3663333333243,207.018,0.703985,8.483999999999998,11.055,-1.27904,-4.32243,-0.65943,0.63992,-2.19345,-0.403437701
RXKNNAKAVAHBNK-UHFFFAOYNA-N,benzene,140.098,154.652,-20093.854,1434.3496842105303,207.018,0.703985,7.629000000000001,10.637,-1.50101,-0.80409,-0.54071,0.85194,-0.0364399999999999,-1.137868621
FJKROLUGYXJWQN-BGGKNDAXNA-N,hexane,138.123,160.929,-21844.794,-1006.9007142857116,207.018,0.703985,10.27,14.204999999999998,-1.5113,0.1243,-0.56666,0.65736,-1.5113,-1.4488776021929823
QFOHBWFCKVYLES-UHFFFAOYNA-N,1-decanol,194.23,235.607,-27367.484,-1297.989076923077,207.018,0.703985,9.696000000000002,12.678,-1.50665,-0.91119,-0.60786,0.6836,-1.50665,0.196469101
DTUOTSLAFJCQHN-UHFFFAOYNA-N,ethanol,277.074,223.335,-26613.658,-991.739999999998,240.216,9.10118,8.329,12.659,-1.51845,0.64326,-0.53132,0.72477,-1.57838,-2.781038811
ISAOCJYIOMOJEB-UHFFFAOYNA-N,2-propanol,212.248,245.541,-26563.718000000004,-891.9453157894786,260.166,2.26687,9.564,12.968,-1.09218,-1.07961,-0.54781,0.5234,-1.09218,-1.622979932
LXCFILQKKLGQFO-UHFFFAOYNA-N,1-butanol,152.149,181.297,-22947.86,-1350.0202222222251,260.166,2.26687,9.575,12.665,-1.49417,-0.09556,-0.61189,0.68264,-1.49417,0.181263323
KDYFGRWQOYBRFD-AOTPWWKUNA-N,dmso,118.089,141.259,-20822.544,-28.49257142857823,260.166,2.26687,8.331999999999999,12.644,-2.15181,0.58676,-0.5974,0.65352,-2.15181,0.355145414
FFGPTBGBLSHEPO-ZHLVXTBQNA-N,ethanol,236.273,250.161,-26904.152,-1048.9969999999994,277.19100000000003,5.45191,9.82,11.805,-0.6758,-0.67252,-0.6758,0.69448,-1.61329,-0.968226121
QVPPQDAPAFWTCK-DZQFSFFNNA-N,ethanol,306.769,317.545,-31319.172,-1420.0472000000009,277.19100000000003,5.45191,9.262,12.061,-0.58974,0.20737,-0.70153,0.58873,-2.68669,-1.949912437
RZVAJINKPMORJF-BGGKNDAXNA-N,acetonitrile,151.165,185.242,-23561.822,-642.6326842105263,181.454,4.06187,12.457,10.175,-1.16125,-0.43233,-0.65849,0.66413,-1.59677,-0.82197314
YRHRIQCWCFGUEQ-UHFFFAOYNA-N,methanol,212.266,221.762,-25045.424000000003,-1852.333178571429,181.454,4.06187,9.193,11.84,-0.59659,-0.79479,-0.59659,0.59376,-0.6100399999999999,-2.214267241
IEDVJHCEMCRBQM-CLRGVMNRNA-N,1-butanol,290.321,309.578,-32598.707999999995,-1129.439777777774,344.3,5.204269999999999,9.612,12.238,-1.12637,-0.30473,-0.55586,0.43249,-3.1727,-2.066971565
VZCYOOQTPOCHFL-KHGLRPAFNA-N,2-propanol,116.073,139.716,-21263.784,-1102.691999999999,344.3,5.204269999999999,8.908,14.911,-2.08511,0.92294,-0.57587,0.65113,-2.08511,-0.56885125
OTLNPYWUJOZPPA-BGGKNDAXNA-N,1-decanol,167.121,179.815,-23494.936,-1619.3777297297274,176.952,4.4237,8.295000000000002,13.63,-2.03443,0.0616699999999999,-0.57226,0.83874,-1.19569,-1.301029996
HEFNNWSXXWATRW-YHMJCDSINA-N,1-pentanol,206.284,257.119,-28505.93,-510.2780645161329,176.952,4.4237,10.307,12.258,-1.096,-1.97421,-0.6204,0.6421,-1.096,0.219425225
SJEBAWHUJDUKQK-UHFFFAOYNA-N,1-octanol,236.27,258.723,-27149.724,-658.0157599999984,176.952,4.4237,8.442,12.923000000000002,-1.09742,-0.93005,-0.55348,0.56468,-1.09742,-1.160000001
MWPLVEDNUUSJAV-UHFFFAOYNA-N,benzene,178.233,211.323,-21523.248,716.2704571428585,221.705,0.000726447,8.313,8.536,0.0,-1.56652,-0.19343,0.16278,0.0,-1.080921908
CWRYPZZKDGJXCA-UHFFFAOYNA-N,1-hexanol,154.211,186.967,-20963.472,398.45679999999993,221.705,0.000726447,9.688,11.446000000000002,0.0,-1.6452300000000002,-0.29913,0.17035,0.0,-0.505845406
JWAZRIHNYRIHIV-UHFFFAOYNA-N,dmf,144.173,175.366,-21183.86,-261.00446153846497,176.437,1.37591,8.515,9.949,-0.49718,-1.04753,-0.49718,0.35553,-0.49718,0.703778895
BMLIZLVNXIYGCK-WXRBYKJCNA-N,1-heptanol,198.652,226.384,-25422.242,-1526.4845517241338,229.858,7.20555,9.982,11.754,-0.66435,-0.42849,-0.66435,0.6824,-1.59719,-0.979999999
LETVJWLLIMJADE-GLFQYTTQNA-N,1-butanol,95.1036,126.158,-18858.434,-483.5092500000028,114.318,5.62831,9.347,12.823,0.0,-0.17801,-0.47703,0.2773,-0.95448,-0.733322858
LXNHXLLTXMVWPM-UHFFFAOYNA-N,methanol,169.18,191.975,-23978.572,-408.6764999999941,196.258,3.9122,9.808,12.303,-1.67215,-0.41787,-0.59813,0.36792,-2.02676,-0.298749798
ROORDVPLFPIABK-UHFFFAOYNA-N,ethanol,214.22,244.888,-26075.898,-876.0002857142899,196.258,3.9122,9.441,12.911,-1.33359,-0.42105,-0.56058,0.76552,-1.33359,-0.655250127
CFOAUYCPAUGDFF-UHFFFAOYNA-N,thf,195.236,215.941,-25669.572,-463.8172000000013,196.258,3.9122,9.203,12.392,-1.95903,-1.95531,-0.98072,2.46364,0.2477599999999997,0.269512944
BXRFQSNOROATLV-UHFFFAOYNA-N,1-propanol,151.121,171.369,-21994.404,592.1389999999992,196.258,3.9122,8.299000000000001,13.371,-1.54869,-0.20039,-0.53738,0.84475,-0.70394,-20.0
PZPZDEIASIKHPY-UHFFFAOYNA-N,chloroform,242.234,257.36,-26994.226,-272.1013333333394,196.258,3.9122,9.855,9.06,-1.59882,-0.71737,-0.57035,0.86831,-1.20398,-1.013343965
KFIRODWJCYBBHY-QIQUEDJNNA-N,water,211.131,203.888,-25779.964000000004,-1165.8660000000054,196.258,3.9122,9.778,15.169999999999998,-3.00637,0.8070900000000001,-0.56531,0.84679,-2.15958,-1.007761975
GJCOSYZMQJWQCA-UHFFFAOYNA-N,2-methyl-1-propanol,182.221,210.426,-22702.586,-694.2055121951234,218.229,2.17457,10.005,11.804,-0.36759,-1.33714,-0.36759,0.24956,-0.36759,-0.920818754
XNERWVPQCYSMLC-KZFATGLANA-N,acetonitrile,146.145,186.689,-22608.155999999995,-92.87199999999577,218.229,2.17457,11.697,11.315,-1.07361,-0.14008,-0.60737,0.75183,-1.07361,0.139879086
MWPLVEDNUUSJAV-UHFFFAOYNA-N,heptane,178.233,211.323,-21520.494,719.0244571428557,218.229,2.17457,9.687,12.195,0.0,-1.55243,-0.19263,0.16125,0.0,-1.958607315
XPCTZQVDEJYUGT-UHFFFAOYNA-N,1-propanol,126.112,149.163,-20533.858,-527.57575,218.229,2.17457,9.517,12.424,-1.33897,-0.0475799999999999,-0.61743,0.56876,-1.33897,-0.701060233
YGSDEFSMJLZEOE-BGGKNDAXNA-N,ethanol,138.123,157.285,-21759.94,-613.1274000000049,218.229,2.17457,9.533,12.617,-1.5896400000000002,0.1514699999999999,-0.62953,0.69531,-1.5896400000000002,0.326044588
JJVNINGBHGBWJH-UHFFFAOYNA-N,acetonitrile,152.149,178.617,-23074.942000000003,-1169.3236000000034,218.229,2.17457,11.67,10.487,-1.4436,-0.07939,-0.57891,0.47274,-1.4436,0.408239965
PEQHIRFAKIASBK-UHFFFAOYNA-N,formamide,320.433,334.609,-32350.536,-801.195799999994,401.929,0.00375775,10.546,10.366,0.0,-3.20327,-0.18925,0.16328,0.0,-4.899998417
BOCJQSFSGAZAPQ-UHFFFAOYNA-N,1-pentanol,242.661,236.9,-25951.906000000003,-780.4366530612278,401.929,0.00375775,8.258000000000001,12.874,-1.07622,-0.1246599999999999,-0.54187,0.56918,-1.14291,-2.091635528
YLQWCDOCJODRMT-UHFFFAOYNA-N,propionitrile,180.206,204.757,-22314.442000000003,-497.15827906976847,401.929,0.00375775,10.833,10.716,-0.55895,-0.80442,-0.55895,0.59914,-0.55895,0.298853076
KSKWGMNRWCYVAT-UHFFFAOYNA-N,1-propanol,256.255,274.836,-32075.944000000003,-562.0345714285722,301.832,4.07045,9.546,13.802,-3.02048,0.0176399999999999,-0.58362,0.68421,-3.02048,-2.004865805
VPHHJAOJUJHJKD-KZFATGLANA-N,thf,191.013,187.66,-24556.384,-2908.710969696964,189.242,0.293939,8.210999999999999,12.385,-1.0666,0.2375099999999999,-0.59043,0.6648,-1.1777,0.077283116
YVUQSNJEYSNKRX-VJSLDGLSNA-N,"1,4-dioxane",461.553,470.991,-39443.858,-383.8551249999946,189.242,0.293939,9.364,10.488,-0.57929,-2.53079,-0.57929,0.63948,-2.03389,-0.909525277
BMLIZLVNXIYGCK-WXRBYKJCNA-N,heptane,198.652,226.523,-25896.084000000003,-2000.326551724138,189.242,0.293939,10.772,12.958,-0.59955,-0.39181,-0.59955,0.67461,-1.5456,-3.420000453
DWMREKMVXIFPFM-RWWBHRBBNA-N,2-propanol,351.394,322.14,-33028.552,-995.514083333328,358.462,5.23717,8.965,11.771,-2.92746,-0.88484,-0.98016,2.49474,-1.7572299999999998,-3.2859814
PDMMFKSKQVNJMI-BLQWBTBKNA-N,benzene,344.493,357.957,-36423.96400000001,-730.6200000000099,447.706,7.85566,9.514,10.442,-1.57834,-3.35911,-0.57448,0.65183,-1.57834,0.606671534
FFGPTBGBLSHEPO-ZHLVXTBQNA-N,acetonitrile,236.273,250.419,-26783.906000000003,-928.7510000000002,447.706,7.85566,12.078,10.249,-0.67824,-0.67513,-0.67824,0.69494,-1.61522,-0.763074982
REYJJPSVUYRZGE-UHFFFAOYNA-N,thf,269.513,391.96,-36762.038,-534.7690000000002,447.706,7.85566,12.989999999999998,12.003,0.0,-4.81501,-0.57392,0.22514,-0.57392,0.225309282
MWPLVEDNUUSJAV-UHFFFAOYNA-N,nonane,178.233,211.323,-21521.084000000003,718.4344571428555,447.706,7.85566,9.465,12.139,0.0,-1.55634,-0.19285,0.16168,0.0,-1.920818754
PVNIIMVLHYAWGP-FZOZFQFYNA-N,ethanol,123.111,147.186,-20700.078,-460.4196363636365,447.706,7.85566,9.364,13.647,-1.08364,0.3707,-0.60402,0.68813,-1.47873,-1.164050063
NRPFNQUDKRYCNX-KZFATGLANA-N,water,166.176,200.399,-24501.784,-705.9603333333362,200.439,2.88987,11.629,13.148,-1.51479,-0.46247,-0.61641,0.68144,-1.51479,-1.443697499
BMLIZLVNXIYGCK-WXRBYKJCNA-N,benzene,198.652,226.238,-25750.95,-1855.192551724136,200.439,2.88987,9.395,9.298,-0.60994,-0.3978699999999999,-0.60994,0.67628,-1.55457,-1.820000014
ISAOCJYIOMOJEB-UHFFFAOYNA-N,o-xylene,212.248,240.197,-26779.586,-1107.81331578947,200.439,2.88987,8.165000000000001,10.229,-1.04445,-1.04767,-0.52753,0.49306,-1.04445,-1.321340139
GJCOSYZMQJWQCA-UHFFFAOYNA-N,1-butanol,182.221,210.426,-22709.988,-701.6075121951253,200.439,2.88987,10.076,11.753,-0.3675,-1.33695,-0.3675,0.24961,-0.3675,-0.721246399
BBEAQIROQSPTKN-UHFFFAOYNA-N,methanol,202.255,222.477,-22120.264000000003,-12.155014925374417,242.483,0.00183362,9.013,11.045,0.0,-1.67212,-0.17878,0.16876,0.0,-1.438898616
NVKJOXRVEKMMHS-UHFFFAOYNA-N,ethanol,128.047,130.739,-20951.046,-1596.5314285714303,242.483,0.00183362,6.176000000000001,14.965,-1.04024,0.55628,-0.41654,0.85535,-0.55628,-0.630541442
QRXWMOHMRWLFEY-BGGKNDAXNA-N,water,137.141,165.919,-22103.36,-1010.4732000000004,242.483,0.00183362,10.675,14.395,-0.63729,0.1391099999999999,-0.63729,0.55138,-1.70609,0.01
LXNHXLLTXMVWPM-UHFFFAOYNA-N,acetone,169.18,191.418,-23981.598,-411.7024999999958,195.854,6.0038800000000005,9.498,10.262,-1.65477,-0.42516,-0.59447,0.354,-1.99311,-1.659666318
PEGCITODQASXKH-UHFFFAOYNA-N,toluene,216.219,241.804,-27329.822000000004,-251.4237142857128,195.854,6.0038800000000005,9.014,10.37,-0.95373,-2.67216,-0.95373,1.45681,0.50308,-0.575856198
VPHHJAOJUJHJKD-KZFATGLANA-N,2-methyl-1-propanol,191.013,187.61,-23562.964,-1915.2909696969648,189.143,3.56868,8.926,12.966,-1.06991,0.23963,-0.5947,0.66639,-1.18214,-0.824919802
CMWTZPSULFXXJA-GTNTULIANA-N,ethanol,230.263,261.168,-28322.108,-636.1637714285644,189.143,3.56868,9.508,11.629,-1.49073,-1.10719,-0.60492,0.64217,-1.49073,-0.516329144
KZTYYGOKRVBIMI-UHFFFAOYNA-N,2-propanol,218.27,231.896,-25843.942,363.8419166666681,249.514,7.58173,10.072,13.023,-1.99697,-2.10115,-0.99858,2.45794,0.4609699999999997,-1.339595906
HEWGVSGLMQJYHJ-UHFFFAOYNA-N,dmso,288.048,229.267,-26371.410000000003,230.7376666666605,249.514,7.58173,6.401999999999999,10.993,-0.98529,0.76285,-0.49271,0.61685,-1.66338,-0.688584156
HYYBABOKPJLUIN-HCKMINDGNA-N,2-propanol,241.289,258.297,-28567.746000000006,-69.61680000000342,249.514,7.58173,10.052,11.954,-1.09007,-1.3364,-0.61075,0.70115,-1.51266,-1.476948484
GJCOSYZMQJWQCA-UHFFFAOYNA-N,"1,2-dichloroethane",182.221,210.426,-22705.902,-697.521512195126,249.514,7.58173,10.557,9.283,-0.36512,-1.32978,-0.36512,0.25118,-0.36512,0.209515015
YSSSPARMOAYJTE-UHFFFAOYNA-N,thf,360.406,365.933,-35269.824,-255.4230588235296,249.514,7.58173,9.27,11.481,-2.57682,-1.1978,-0.47279,0.23416,-2.57682,-1.657577319
RXKNNAKAVAHBNK-UHFFFAOYNA-N,"1,4-dioxane",140.098,154.652,-20091.288,1436.9156842105294,249.514,7.58173,7.647,11.975,-1.49636,-0.8066,-0.53811,0.85103,-0.03277,-0.384049948
WJFKNYWRSNBZNX-UHFFFAOYNA-N,2-methyl-1-pentanol,199.27,217.299,-25088.364,-1841.7440000000024,249.514,7.58173,9.74,10.94,0.0,-1.22011,-0.39834,0.29726,-0.43052,-1.16198041
KBOPZPXVLCULAV-KZFATGLANA-N,water,153.137,171.317,-22545.09,-721.6687999999958,167.314,2.76731,10.652,12.665,-1.59492,0.2819399999999999,-0.59443,0.68229,-2.10495,-2.180000032
YLYIXDZITBMCIW-UHFFFAOYNA-N,ethanol,213.235,242.057,-26634.934,-820.8353333333362,253.54100000000005,4.24812,9.793,12.149,-0.94005,-0.89181,-0.60271,0.61225,-1.12632,-1.0
